"User","Username","Date Created","Likes","Tweet"
"Meta Aghisna 🔆","DprincesMeta","2025-06-29 09:01:07+00:00","0","Energy - sharing virtual currency mining cooperatives reduce carbon emissions @hemi_xyz #HemiNetwork"
"jake","Brown68J","2025-06-29 08:35:30+00:00","1","Electric cars reduce carbon emissions compared to gasoline-powered vehicles."
"Erik Scott","ErikScott418129","2025-06-29 07:10:37+00:00","0","Her presentation was about climate change, emphasizing the urgency of taking action to reduce carbon emissions and protect the planet."
"Chimdindu","Chim_din","2025-06-29 06:55:59+00:00","0","If you’re still stocking up AC Water to sell, you are already outdated. 

We are now selling generator smoke for N50k per KG.

The carbon emissions from generators is what they use in making Carbonated drinks and carbon fiber products. 

1KG is N50K. 

I'm buying. DM me"
"Jeremy Chapman","JeremyChap7420","2025-06-29 06:54:46+00:00","0","Game changer: Smart contracts are now being used to track carbon emissions from companies' supply chains, helping investors make more informed decisions"
"EArzlii💋","arzamendia_eli","2025-06-29 05:56:40+00:00","0","Renewable energy is popular due to its sustainability, reduced carbon emissions, and lower environmental impact. It creates jobs, enhances energy security, and decreases reliance on fossil fuels, offering a cleaner solution for future generations."
"junior","jakplay","2025-06-29 04:29:21+00:00","0","Gibraltar is leading the way in renewable energy, investing in solar, wind, and other green technologies to reduce its reliance on fossil fuels and decrease carbon emissions. #RenewableEnergy #GreenTech"
"Sebastian Berrington","SebastianB67971","2025-06-29 01:57:06+00:00","1","Cryptocurrencies like Bitcoin have a significant environmental impact due to the energy-intensive process of mining. The massive amount of electricity required contributes to carbon emissions and accelerates climate change. #crypto #environment #climatechange"
"Francesco Gelauff","FrancescoG93885","2025-06-28 22:52:45+00:00","0","1992 Scientists declare, ""There is no climate emergency""
Of course there isn't. But you need numbers to go up against the IPPC, which was designed by Maurice Strong to always find a climate emergency.
Meryl Nass
Jun 28"
"Carina Garfinkel","Carinanq1","2025-06-28 22:41:20+00:00","0","Guatemala is committed to promoting renewable energy as part of its strategy to reduce carbon emissions, enhance energy security, and promote sustainable economic growth. #RenewableEnergy #CleanPower"
"Bui Viet Nam","ThanRuabk","2025-06-28 22:40:21+00:00","0","Czech Republic is committed to global climate change mitigation, developing and implementing strategies that reduce carbon emissions and increase sustainability. #ClimateChangeMitigation #Sustainability"
"Ego Eim","Misscoucette","2025-06-28 21:15:56+00:00","0","Environment
Hmmm.  We have about two years to save our planet. The current efforts are not enough. By 2030, the damage will be so great, we will be unable to recover.
The current climate emergency and the loss of nature and deadly pollution threaten to destroy nature and"
"Bui Viet Nam","ThanRuabk","2025-06-28 20:38:19+00:00","0","Czech Republic is a leader in the green energy transition, focusing on reducing carbon emissions and increasing the use of renewable energy sources like wind, solar, and biomass. #GreenEnergy #RenewableEnergy"
"Leticia passonice","Leticiapassoni3","2025-06-28 19:53:29+00:00","0","Renewable energy is popular due to its sustainability, reduced carbon emissions, and decreasing costs. It offers energy security, creates jobs, and helps combat climate change, making it a vital part of a sustainable future."
"nicolas Singapo","nicolas_zika157","2025-06-28 19:33:03+00:00","0","Renewable energy is popular due to its sustainability, reduced carbon emissions, and decreasing costs. It reduces reliance on fossil fuels, promotes energy independence, and supports economic growth through job creation in green technologies."
"Help For Scientist","Scientistworld1","2025-06-28 19:26:29+00:00","0","Artificial Wind Energy system powers rural areas 24/7 with zero carbon emissions! Built on Bernoulli's Principle, this innovation needs your support. #ArtificialWindEnergy #RenewableEnergy #GreenTech #SustainableIndia #Innovation"
"Ritz🚀#R5#R7™","worldinfo__11","2025-06-28 19:15:32+00:00","0","Carbon Emissions Per Capita Decline (2000–2022) 🏭

🇩🇪 Germany: −32%
🇫🇷 France: −30%
🇬🇧 UK: −29%
🇯🇵 Japan: −27%
🇮🇹 Italy: −26%
🇨🇦 Canada: −25%
🇺🇸 United States: −24%
🇪🇸 Spain: −22%
🇸🇪 Sweden: −21%
🇰🇷 South Korea: −19%
🇦🇺 Australia: −18%
🇷🇺 Russia: −17%
🇵🇱 Poland:"
"theUKtoday","KtodayU83406","2025-06-28 18:55:23+00:00","1","All over the world hot summer winds have various names depending which country it is.

In the UK its name is 'climate emergency'
Doesn't quite sound as enchanting as a Sirocco does it."
"Beulah Dixon","BeulahDixo74698","2025-06-28 18:43:08+00:00","0","Cryptocurrencies have a significant environmental impact due to the energy-intensive mining process. The high electricity consumption contributes to carbon emissions and strains on resources. #Cryptocurrency #Environment #ClimateChange"
"Morris Michaela","MorrisMich44426","2025-06-28 18:16:36+00:00","0","Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses"
"Phillips Tracy","PhillipsTr45807","2025-06-28 17:46:36+00:00","0","Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses"
"Dober Satish","SatishDobe71448","2025-06-28 17:45:49+00:00","0","Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses"
"PIXLEY SHEARS","ozercolani","2025-06-28 17:40:24+00:00","0","Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses"
"Vũ Mai Thu","ThuMai44070","2025-06-28 16:59:58+00:00","0","We should consider the impact of climate change and take action to reduce carbon emissions and support sustainable practices to safeguard our planet."
"Bobhorse","betahorse","2025-06-28 16:49:23+00:00","0","Can anyone who believes this Climate change bolloxs tell me why these record temp's only last for a few days in the Summer and how can we tell the difference between a nice sunny week and climate emergency ?"
"Wanjiru Njoya","WanjiruNjoya","2025-06-28 15:38:50+00:00","175","Ok, England, sorry to hear you're sweltering in your overwhelming heatwave of 34C, here are some Southerners sharing sympathetic thoughts with you as you struggle through your Climate Emergency 🧵"
"MJ","TaoOfMJ","2025-06-28 15:37:15+00:00","0","Taking a Look at Bitcoin vs. AI Energy Consumption 🔗👇

""Research estimates that by 2025, the IT industry could use 20% of all electricity produced and emit up to 5.5% of the world’s carbon emissions. That’s more than most countries’ total emissions outside of the U.S., India"
"MJ","TaoOfMJ","2025-06-28 15:36:51+00:00","0","Taking a Look at Bitcoin vs. AI Energy Consumption

""Research estimates that by 2025, the IT industry could use 20% of all electricity produced and emit up to 5.5% of the world’s carbon emissions. That’s more than most countries’ total emissions outside of the U.S., India and"
"SuperNova","exoticxsoul","2025-06-28 14:39:12+00:00","0","Elon Musk’s focus on reducing carbon emissions drives Tesla’s mission to create a greener world."
"Huỳnh Thụy Trâm","HunhThyTrm27448","2025-06-28 13:41:59+00:00","0","The major initiative involved in environmental protection efforts included reducing carbon emissions and preserving biodiversity.

#SustainableLifestyle"
"can","can","2025-06-28 13:16:54+00:00","27","To each their own but turning an entire city into a circus for a wedding feels trashy. It’s not even the money or displacement or carbon emissions I care about. I don’t think there’s a way to make it classy at that scale."
"Giovanni Staunovo🛢","staunovo","2025-06-28 12:27:24+00:00","28","Exxon Mobil, Occidental Petroleum and other oil giants are expected to receive billions of dollars of incentives to collect and bury carbon emissions. Texas oil billionaire Ben “Bud” Brigham and pro-fossil-fuels activist Alex Epstein want to turn off the tap"
"Hello Market","baro_jwngma","2025-06-28 10:08:34+00:00","0","AVG Logistics integrates electric vehicles into operations at Tata Steel, enhancing sustainability and reducing carbon emissions in logistics."
"Mark Farmer","MarkFarmer46516","2025-06-28 09:44:53+00:00","0","Soccer's new stadium is powered by a decentralized energy network, cutting carbon emissions and costs for fans"
"ⓟⓐⓡⓓ 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇩🇪🇨🇦🇺🇲","a5972s","2025-06-28 09:22:44+00:00","1","It ain't a Climate Emergency, it's all part of an 11 year solar cycle."
"Samir K. Mehta & associates","Skmassociatess","2025-06-28 09:22:35+00:00","0","Mahanadi Coalfields Ltd plans to open two new mines in Odisha by FY30, targeting an output of 300MT. The Subhadra mine is slated to begin operations by FY26, while the Balabhadra mine is expected by FY30. MCL is committed to achieving net zero carbon emissions by FY29."
"Nicolo","wicked_nicolo","2025-06-28 09:15:30+00:00","0","2,000 of the world’s leading climate scientists and  professionals in over 30 countries have signed a declaration that there  is no climate emergency and have refuted the United Nations claims in relation to man-made climate change.
Trust the Science!"
"Carina Garfinkel","Carinanq1","2025-06-28 08:31:22+00:00","0","Guatemala is prioritizing environmental sustainability by developing policies to reduce carbon emissions, protect natural resources, and promote clean energy. #EnvironmentalPolicy #ClimateAction"
"Sayed Saad El Din","salmasayedsaad","2025-06-28 08:29:24+00:00","0","Guatemala is dedicated to combating climate change by implementing national strategies aimed at reducing carbon emissions, protecting natural resources, and promoting sustainability. #ClimateAction #Sustainability"
"Lý Chiêu Quân","Chudai_Jav_f38","2025-06-28 08:17:11+00:00","0","Climate change poses a major threat to the planet, demanding immediate action from governments and individuals to reduce carbon emissions.

#ForGoodChange"
"HavardHughs1🚀💸🏀🌜","TryH_asRackh","2025-06-28 07:48:13+00:00","0","Game changer: Smart contracts are now being used to track carbon emissions from companies' supply chains, helping investors make more informed decisions"
"Ernesta Susan","ong_ngo43057","2025-06-28 06:39:24+00:00","0","We must consider the global climate crisis and implement policies that support clean energy and reduce carbon emissions to preserve our planet."
"spencer carlyle","SpencerTheMover","2025-06-28 06:33:45+00:00","0",".@linera_io Carbon trading AI warning: Microchain transmits meteorological data in real time, AI calculates carbon emissions and triggers trading contracts, and environmental protection responses reach milliseconds."
"Luis Ascencio","ModdedLu","2025-06-28 06:12:09+00:00","0","Electropollution is more of a factor in climate change than carbon emissions"
"Capri Dexter","CapriDexter","2025-06-28 06:01:39+00:00","1","Cryptocurrencies have a significant environmental impact due to their energy-intensive mining process. The high electricity consumption contributes to carbon emissions and climate change. #cryptocurrency #environment #impact"
"Ray","Ray98471072","2025-06-28 04:25:43+00:00","0",".@linera_io Climate monitoring AI early warning: Microchain transmits data for meteorological sensors. The AI ​​model calculates carbon emissions in real time and triggers carbon trading contracts, with a response speed of milliseconds."
"Lokesh Bohra","7okesh","2025-06-28 04:05:14+00:00","0","🌎 New ESG Sustainability Roadmap unlocks secrets to achieving net zero carbon emissions! ✍️ [Read more](URL) #ESGSustainabilityRoadmap #NetZeroCarbonEmission #NewResults

Where URL is the link to the original article."
"Nasir","NASIR_95_","2025-06-28 03:40:52+00:00","0","Top 10 Countries In The Race To Zero Carbon Emissions::-

1. Bhutan 🇧🇹 
2. Suriname 🇸🇷 
3. Sweden 🇸🇪 
4. UK 🇬🇧 
5. France 🇫🇷 
6. Denmark 🇩🇰 
7. Newzeland 🇳🇿 
8. Hungary 🇭🇺 
9. Canada 🇨🇦 
10. South Korea 🇰🇷 

(Statista)
[3- 2045, 4-10: 2050]"
"Latimer Alder","latimeralder","2025-06-28 03:25:13+00:00","128","How to speak EcoTerror

'Heatwave' = Summer.
'Planet is Boiling' = Warm
'Climate Emergency/Chaos/Catastrophe' = Weather"
"Nam Nguyễn Trung","NamNguynTrung6","2025-06-28 02:16:00+00:00","0","Beyond ESG, we’re seeing the emergence of sustainability-linked trade finance instruments—where financing terms adjust based on whether green targets are met. For instance, an exporter that reduces carbon emissions or improves labor practices may receive better rates."
"-","ozcrimenews","2025-06-28 00:14:22+00:00","1","Hypocritical to think that the very people calling a climate emergency are also the architects behind significantly ramping up demand factors for goods and services (ultimately resources, gas, plastic waste etc) by flooding nations with more people (globally, not just Australia)"
"Sandra Pérez","sandraAFRL","2025-06-27 22:58:29+00:00","0","Czechia is leading the way in promoting renewable energy, with significant investments in wind, solar, and biomass energy to reduce carbon emissions and combat climate change. #RenewableEnergy #CzechSustainability"
"Kelly Lewis","KellyLewis68479","2025-06-27 22:26:41+00:00","0","Cryptocurrencies have a significant environmental impact due to their energy-intensive mining process. The high electricity consumption contributes to carbon emissions, making it a concern for sustainability. #Cryptocurrency #Environment #Sustainability"
"Market Mania 🇨🇦","MarketManiaCa","2025-06-27 21:28:34+00:00","1010","Quote from Carney's book 🚨
""Western society is morally rotten and has been corrupted by capitalism, which has brought about a 'climate emergency' that threatens life on earth. This requires rigid controls of personal freedom, industry, and corporate funding.""
HOW DYSTOPIAN? 😱"
"SustainableX","ai4sustainablex","2025-06-27 20:00:33+00:00","0","""Volkswagen hits 1M electric vehicles produced! What's your company's plan for reducing carbon emissions? 🚗💚 #ElectricVehicles #Sustainability"""
"Lokesh Bohra","7okesh","2025-06-27 20:00:32+00:00","0","""Volkswagen hits 1M electric vehicles produced! What's your company's plan for reducing carbon emissions? 🚗💚 #ElectricVehicles #Sustainability"""
"Attila the Fun","AttilatheFun","2025-06-27 19:54:50+00:00","0","Today for the big wedding Venice is overloaded with private jets and mega yachts of the leftist billionaires who fund all the BS climate change propaganda telling you you have to do your part in cutting down on your carbon emissions and living simply to help save the planet."
"Cryptostream.app","_cryptostream_","2025-06-27 18:04:03+00:00","0","London’s Argent launches a new Layer 2 crypto wallet on zkSync, reducing costs by cutting gas fees to $1, speeding up transactions, and lowering carbon emissions by 95%, making DeFi more accessible and eco-friendly for over 500,000 users."
"SustainableX","ai4sustainablex","2025-06-27 18:00:24+00:00","0","""NTR &amp; Fluence partner on Finnish battery energy storage, reducing carbon emissions &amp; accelerating renewable energy transition. What's your energy storage strategy? #EnergyTransition"""
"Lokesh Bohra","7okesh","2025-06-27 18:00:23+00:00","0","""NTR &amp; Fluence partner on Finnish battery energy storage, reducing carbon emissions &amp; accelerating renewable energy transition. What's your energy storage strategy? #EnergyTransition"""
"Arsalaan Perwez","thisisarsalaan","2025-06-27 17:52:11+00:00","0","The same TCS who claims to reduce carbon emissions is calling employees to the office 5 days a week. 

What an irony! 💀"
"Lokesh Bohra","7okesh","2025-06-27 17:40:48+00:00","0","Energy Boost
The energy storage platform has been awarded five projects in Japan. This development is expected to drive renewable energy growth. The project will reduce carbon emissions.
Why it matters: It drives clean energy use. 
Energy = Renewables + Storage
What's your"
"Mayor of London, Sadiq Khan","MayorofLondon","2025-06-27 15:37:36+00:00","11","The climate emergency is no longer a distant problem—it’s on our doorsteps. 
 
While the likelihood of flooding remains low for most basement properties, I’m doing all I can to ensure that the people most at risk know what to do in the event of a flash flood."
"NS Fisheries/Aquaculture","NSFisheries","2025-06-27 15:22:45+00:00","0","Province awards $1.73 million to 22 seafood companies and related organizations throughout Nova Scotia to support efforts in lowering their carbon emissions."
"Fi 🇵🇸","Poisonbite99","2025-06-27 15:19:28+00:00","1","Why is nobody mad at Jeff Bald Bezoz's carbon emissions???"
"IATA","IATA","2025-06-27 14:53:00+00:00","0","Join us at the IATA World Sustainability Symposium 2025 in Hong Kong (SAR), China, from 21–22 October.

Be part of a global gathering of 500+ sustainability leaders as we explore the path to achieving aviation’s Net Zero Carbon Emissions Goal by 2050."
"Sandra Pérez","sandraAFRL","2025-06-27 14:28:29+00:00","0","Czechia is committed to tackling climate change, with a focus on reducing carbon emissions, transitioning to renewable energy, and promoting sustainability at all levels. #ClimateAction #CzechSustainability"
"Matt Harris | B2B Sales in Soft FM","iam_mattharris","2025-06-27 13:20:03+00:00","1","Housing associations don’t care about features.

They care about:

• Reducing complaints
• Staying compliant
• Cutting costs without cutting quality
• Accessible data
• Increasing recycling rates + reducing carbon emissions

If your pitch doesn’t align with those—
You’re"
"Researchpod","ResearchpodHQ","2025-06-27 12:34:00+00:00","0","Heating and cooling spaces is costly. Can new technologies help? Dr. Miren Juaristi Gutierrez from @EURAC Research discusses innovative architectural features that could save energy, money, and reduce carbon emissions."
"Emily J","Emilynjoylife","2025-06-27 10:55:20+00:00","0","Over 90 private jets are adding to the carbon emissions because of Bezos/Sanchez wedding. Don’t say a word about my gas car/suv!"
"Jamie Leon","JamieLeon2697","2025-06-27 10:34:41+00:00","0","Soccer's new stadium is powered by a decentralized energy network, cutting carbon emissions and costs for fans"
"Morgan Ashley","MorganAshl21748","2025-06-27 10:22:06+00:00","0","Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses"
"Louis Adderiy","LAdderiy75225","2025-06-27 10:20:17+00:00","0","The international agreement aimed to reduce carbon emissions, addressing the urgent need for environmental protection on a global scale."
"N","idfknora","2025-06-27 10:20:03+00:00","0","Space tourism is now accessible to private citizens, opening a new era of exploration. #SpaceTourism #NewFrontier
Global carbon emissions have decreased due to widespread adoption of green technologies. #ClimateAction #GreenTech"
"Chudai Jav MovieS x Bokep Movies Mitre","MariaMitre2013","2025-06-27 10:04:08+00:00","0","Space tourism is now accessible to private citizens, opening a new era of exploration. #SpaceTourism #NewFrontier
Global carbon emissions have decreased due to widespread adoption of green technologies. #ClimateAction #GreenTech"
"Nguyễn Mạnh Quyết","Chudai_Jav_skIX","2025-06-27 09:35:35+00:00","0","The government announced a major investment in renewable energy sources, aiming to reduce carbon emissions and promote sustainability.

#SustainabilityWith"
"Juan H. Garcia","Solostuyyo42","2025-06-27 07:53:39+00:00","0","Supreme Court To Consider Limiting EPA''s Power To Regulate Climate-Changing Gases. The ruling could challenge the Biden administration''s plan to curb carbon emissions right after a key White House proposal died in Congress. 167 faceaxn 518"
"harikaran","HKdigital1120","2025-06-27 07:48:48+00:00","0","Dr Pankaj Singh’s policies are reducing carbon emissions and improving daily commutes. #DrPankajSinghBJP"
"Dương Hiếu Hạnh","Chudai_Jav_9Vm","2025-06-27 07:39:52+00:00","0","The company''s investments in renewable energy represented a major step toward sustainability and reducing carbon emissions.

#StartupSuccess"
"Trịnh Nhã Khanh","Chudai_Jav_y6P","2025-06-27 07:24:41+00:00","0","The project received praise for promoting sustainable practices, reducing carbon emissions, and improving environmental conservation efforts.

#LiveYourBestLife"
"Eshan (fucked/up)","eshanE7","2025-06-27 06:17:54+00:00","14","Bangalore is taking major steps to become a sustainable city, starting with regular long power cuts to reduce carbon emissions.

Appreciable steps by BESCOM."
"Stacey Hartman","StaceyHart54062","2025-06-27 05:11:52+00:00","0","Renewable energy policies aim to reduce carbon emissions and dependency on oil."
"Worthy Talk","WorthyTalk_","2025-06-27 04:49:28+00:00","0","1. 🔥 Killer heatwaves → record AC demand → spike in carbon emissions → more heat.
Climate feedback loop in action.
2. ⚔️ Iran–Israel tensions → oil disruption → global emissions → conflict carbon cost."
"Heikes Harlan","HeikesH21496","2025-06-27 04:19:49+00:00","0","Renewable energy policies aim to reduce carbon emissions and dependency on oil."
"Abhijit ambedkar🧬","____Abhijit__","2025-06-27 03:56:28+00:00","0","Reduced carbon emissions, improved efficiency, and happier commuters—Delhi’s transport is evolving the right way. 🏙️
#DrPankajSinghBJP"
"Vins","Vinitaa890","2025-06-27 03:56:06+00:00","0","From reducing carbon emissions to increasing commuter comfort—Dr. Pankaj Singh is covering every mile of Delhi’s transformation. 🔧✅ #DrPankajSinghBJP"
"Mortimer","mortimer_1","2025-06-27 03:43:36+00:00","679","The Canadian and BC gov’t lecture Canadians about climate change… then they proceed to give over a billion dollar ferry contract to China… a country with the largest global carbon emissions of any country and human right abuses, … let that sink in… 🤷‍♂️"
"Alana Shepherd","shepherd_a51338","2025-06-27 02:05:06+00:00","1","The burning police car pollutes the environment! A new source of carbon emissions in the United States: internal strife within the country."
"Carl Martin","CarlMartin99589","2025-06-27 02:01:50+00:00","0","The international agreement aims to reduce carbon emissions globally, tackling climate change with a collective effort."
"Trần Phương Quỳnh","TrnPhngQun69996","2025-06-27 01:29:20+00:00","0","Climate change poses a major threat to the planet, demanding immediate action from governments and individuals to reduce carbon emissions.

#SustainableInnovationPath"
